Year,First_Area,Child_Area,Type,Storage
2012,B,44,product_14,17
2012,B,44,product_15,10
2012,B,44,product_19,2
2012,B,44,product_3,3
2012,B,44,product_31,2
2012,B,44,product_37,9
2012,B,44,product_43,2
2012,B,44,product_48,3
2012,B,44,product_55,44
2012,B,44,product_8,100
2012,B,47,product_14,15
2012,B,47,product_15,2
2012,B,47,product_3,1
2012,B,47,product_31,10
2012,B,47,product_37,5
2012,B,47,product_55,58
2012,B,47,product_60,5
2012,B,47,product_8,45
2012,B,56,product_14,15
2012,B,56,product_15,2
2012,B,56,product_3,1
2012,B,56,product_37,7
2012,B,56,product_55,23
2012,B,56,product_60,10
2012,B,56,product_8,16
2012,B,59,product_14,151
2012,B,59,product_15,21
2012,B,59,product_19,4
2012,B,59,product_3,1
2012,B,59,product_31,1
2012,B,59,product_37,59
2012,B,59,product_43,24
2012,B,59,product_48,23
2012,B,59,product_55,425
2012,B,59,product_60,34
2012,B,59,product_64,3
2012,B,59,product_68,1
2012,B,59,product_8,1877
2012,B,62,product_14,5
2012,B,62,product_15,2
2012,B,62,product_37,1
2012,B,62,product_48,1
2012,B,62,product_55,6
2012,B,62,product_8,8
2012,B,64,product_14,49
2012,B,64,product_15,6
2012,B,64,product_3,2
2012,B,64,product_37,14
2012,B,64,product_43,5
2012,B,64,product_48,7
2012,B,64,product_55,71
2012,B,64,product_60,5
2012,B,64,product_8,255
2012,B,67,product_14,3
2012,B,67,product_15,2
2012,B,67,product_55,15
2012,B,67,product_60,3
2012,B,67,product_8,11
2012,B,76,product_14,9
2012,B,76,product_15,5
2012,B,76,product_31,4
2012,B,76,product_37,8
2012,B,76,product_48,2
2012,B,76,product_55,44
2012,B,76,product_60,1
2012,B,76,product_8,26
2012,B,77,product_14,20
2012,B,77,product_15,15
2012,B,77,product_31,3
2012,B,77,product_37,7
2012,B,77,product_43,4
2012,B,77,product_48,13
2012,B,77,product_55,67
2012,B,77,product_60,14
2012,B,77,product_8,107
2012,B,82,product_14,28
2012,B,82,product_15,9
2012,B,82,product_19,1
2012,B,82,product_31,1
2012,B,82,product_37,44
2012,B,82,product_48,2
2012,B,82,product_55,54
2012,B,82,product_60,3
2012,B,82,product_8,108
2012,B,83,product_14,12
2012,B,83,product_15,2
2012,B,83,product_31,2
2012,B,83,product_36,1
2012,B,83,product_37,6
2012,B,83,product_43,1
2012,B,83,product_48,8
2012,B,83,product_55,5
2012,B,83,product_60,1
2012,B,83,product_64,1
2012,B,83,product_8,76
2012,B,87,product_14,34
2012,B,87,product_15,4
2012,B,87,product_19,2
2012,B,87,product_3,1
2012,B,87,product_37,13
2012,B,87,product_43,5
2012,B,87,product_48,9
2012,B,87,product_55,47
2012,B,87,product_60,2
2012,B,87,product_64,1
2012,B,87,product_8,222
2012,B,89,product_14,16
2012,B,89,product_15,13
2012,B,89,product_37,4
2012,B,89,product_43,3
2012,B,89,product_48,3
2012,B,89,product_55,55
2012,B,89,product_60,4
2012,B,89,product_8,65
2012,B,95,product_14,14
2012,B,95,product_15,2
2012,B,95,product_31,1
2012,B,95,product_37,9
2012,B,95,product_48,1
2012,B,95,product_55,16
2012,B,95,product_60,4
2012,B,95,product_8,68
2012,B,100,product_14,15
2012,B,100,product_15,4
2012,B,100,product_19,1
2012,B,100,product_31,5
2012,B,100,product_37,8
2012,B,100,product_43,1
2012,B,100,product_48,3
2012,B,100,product_55,50
2012,B,100,product_60,17
2012,B,100,product_8,59
2012,B,105,product_14,21
2012,B,105,product_15,1
2012,B,105,product_37,5
2012,B,105,product_43,1
2012,B,105,product_48,3
2012,B,105,product_55,29
2012,B,105,product_8,115
2012,B,109,product_14,4
2012,B,109,product_15,4
2012,B,109,product_37,3
2012,B,109,product_48,1
2012,B,109,product_55,11
2012,B,109,product_60,4
2012,B,109,product_8,59
2012,B,110,product_14,27
2012,B,110,product_15,10
2012,B,110,product_37,21
2012,B,110,product_43,1
2012,B,110,product_48,4
2012,B,110,product_55,32
2012,B,110,product_60,4
2012,B,110,product_8,26
2012,B,111,product_14,43
2012,B,111,product_15,1
2012,B,111,product_3,3
2012,B,111,product_31,1
2012,B,111,product_37,55
2012,B,111,product_43,1
2012,B,111,product_48,8
2012,B,111,product_55,141
2012,B,111,product_60,1
2012,B,111,product_8,209
2012,B,119,product_14,7
2012,B,119,product_15,2
2012,B,119,product_37,1
2012,B,119,product_48,2
2012,B,119,product_55,4
2012,B,119,product_8,22
2012,B,121,product_14,46
2012,B,121,product_15,8
2012,B,121,product_19,2
2012,B,121,product_3,1
2012,B,121,product_31,1
2012,B,121,product_37,25
2012,B,121,product_43,9
2012,B,121,product_48,15
2012,B,121,product_55,79
2012,B,121,product_60,7
2012,B,121,product_64,21
2012,B,121,product_8,489
2012,B,125,product_14,2
2012,B,125,product_15,2
2012,B,125,product_37,2
2012,B,125,product_55,3
2012,B,125,product_8,67
2012,B,133,product_14,4
2012,B,133,product_15,1
2012,B,133,product_37,1
2012,B,133,product_48,1
2012,B,133,product_55,4
2012,B,133,product_8,29
2012,B,134,product_14,4
2012,B,134,product_55,4
2012,B,152,product_55,2
2012,B,163,product_14,17
2012,B,163,product_15,4
2012,B,163,product_31,2
2012,B,163,product_37,6
2012,B,163,product_48,2
2012,B,163,product_55,33
2012,B,163,product_60,1
2012,B,163,product_64,2
2012,B,163,product_8,106
2012,B,165,product_14,6
2012,B,165,product_37,1
2012,B,165,product_43,1
2012,B,165,product_55,3
2012,B,165,product_8,5
2012,B,167,product_14,14
2012,B,167,product_15,2
2012,B,167,product_37,7
2012,B,167,product_43,4
2012,B,167,product_48,3
2012,B,167,product_55,46
2012,B,167,product_60,3
2012,B,167,product_8,158
2012,B,175,product_14,20
2012,B,175,product_15,3
2012,B,175,product_3,1
2012,B,175,product_31,3
2012,B,175,product_37,4
2012,B,175,product_43,8
2012,B,175,product_48,1
2012,B,175,product_55,51
2012,B,175,product_60,3
2012,B,175,product_8,58
2012,B,179,product_14,12
2012,B,179,product_15,3
2012,B,179,product_31,1
2012,B,179,product_35,1
2012,B,179,product_37,2
2012,B,179,product_43,1
2012,B,179,product_48,2
2012,B,179,product_55,21
2012,B,179,product_60,2
2012,B,179,product_8,12
2012,B,181,product_14,3
2012,B,181,product_15,8
2012,B,181,product_3,2
2012,B,181,product_31,1
2012,B,181,product_48,2
2012,B,181,product_55,4
2012,B,181,product_8,26
2012,B,183,product_14,7
2012,B,183,product_15,2
2012,B,183,product_31,4
2012,B,183,product_37,5
2012,B,183,product_55,7
2012,B,183,product_8,8
2012,B,187,product_14,160
2012,B,187,product_15,42
2012,B,187,product_31,4
2012,B,187,product_36,1
2012,B,187,product_37,24
2012,B,187,product_43,6
2012,B,187,product_48,43
2012,B,187,product_55,94
2012,B,187,product_60,4
2012,B,187,product_68,9
2012,B,187,product_8,1969
2012,B,201,product_14,14
2012,B,201,product_19,1
2012,B,201,product_37,8
2012,B,201,product_48,2
2012,B,201,product_55,45
2012,B,201,product_8,129
2012,B,205,product_14,20
2012,B,205,product_15,5
2012,B,205,product_37,2
2012,B,205,product_48,1
2012,B,205,product_55,6
2012,B,205,product_8,80
2012,B,207,product_14,1
2012,B,207,product_15,2
2012,B,207,product_55,2
2012,B,207,product_8,5
2012,B,209,product_14,8
2012,B,209,product_15,1
2012,B,209,product_31,1
2012,B,209,product_37,2
2012,B,209,product_48,3
2012,B,209,product_55,8
2012,B,209,product_8,34
2012,B,229,product_14,20
2012,B,229,product_15,2
2012,B,229,product_31,2
2012,B,229,product_37,7
2012,B,229,product_43,10
2012,B,229,product_48,5
2012,B,229,product_55,34
2012,B,229,product_60,8
2012,B,229,product_8,77
2012,B,231,product_14,20
2012,B,231,product_15,9
2012,B,231,product_3,1
2012,B,231,product_37,2
2012,B,231,product_48,4
2012,B,231,product_55,16
2012,B,231,product_60,2
2012,B,231,product_8,136
2012,B,234,product_14,19
2012,B,234,product_15,5
2012,B,234,product_3,3
2012,B,234,product_31,1
2012,B,234,product_37,7
2012,B,234,product_48,1
2012,B,234,product_55,97
2012,B,234,product_60,6
2012,B,234,product_8,104
2012,B,237,product_14,23
2012,B,237,product_15,10
2012,B,237,product_3,1
2012,B,237,product_31,5
2012,B,237,product_37,8
2012,B,237,product_43,3
2012,B,237,product_48,5
2012,B,237,product_55,66
2012,B,237,product_60,9
2012,B,237,product_8,148
2012,B,238,product_14,17
2012,B,238,product_15,3
2012,B,238,product_43,1
2012,B,238,product_55,12
2012,B,238,product_8,19
2012,B,239,product_14,45
2012,B,239,product_15,5
2012,B,239,product_31,1
2012,B,239,product_37,23
2012,B,239,product_48,6
2012,B,239,product_55,174
2012,B,239,product_60,1
2012,B,239,product_8,197
2012,B,240,product_14,48
2012,B,240,product_15,15
2012,B,240,product_19,1
2012,B,240,product_3,2
2012,B,240,product_31,2
2012,B,240,product_34,11
2012,B,240,product_37,13
2012,B,240,product_43,2
2012,B,240,product_48,15
2012,B,240,product_55,117
2012,B,240,product_60,2
2012,B,240,product_64,1
2012,B,240,product_8,279
2012,B,247,product_14,4
2012,B,247,product_43,1
2012,B,247,product_55,6
2012,B,247,product_8,12
2012,B,251,product_14,6
2012,B,251,product_19,1
2012,B,251,product_37,2
2012,B,251,product_48,1
2012,B,251,product_55,29
2012,B,251,product_60,4
2012,B,251,product_8,19
2012,B,259,product_14,5
2012,B,259,product_37,12
2012,B,259,product_48,2
2012,B,259,product_55,27
2012,B,259,product_60,1
2012,B,259,product_8,62
2012,B,260,product_14,5
2012,B,260,product_37,1
2012,B,260,product_48,1
2012,B,260,product_55,15
2012,B,260,product_60,1
2012,B,260,product_8,29
2012,B,261,product_14,15
2012,B,261,product_15,1
2012,B,261,product_37,2
2012,B,261,product_55,9
2012,B,261,product_60,11
2012,B,261,product_8,23
2012,B,264,product_14,14
2012,B,264,product_37,1
2012,B,264,product_48,1
2012,B,264,product_55,14
2012,B,264,product_60,2
2012,B,264,product_8,1
2012,B,265,product_14,126
2012,B,265,product_15,36
2012,B,265,product_27,4
2012,B,265,product_31,12
2012,B,265,product_37,41
2012,B,265,product_43,15
2012,B,265,product_48,31
2012,B,265,product_52,1
2012,B,265,product_55,305
2012,B,265,product_60,8
2012,B,265,product_64,10
2012,B,265,product_8,3291
2012,B,269,product_14,6
2012,B,269,product_15,1
2012,B,269,product_37,1
2012,B,269,product_43,9
2012,B,269,product_55,9
2012,B,269,product_8,62
2012,B,270,product_14,11
2012,B,270,product_15,4
2012,B,270,product_19,1
2012,B,270,product_31,2
2012,B,270,product_37,23
2012,B,270,product_43,1
2012,B,270,product_48,1
2012,B,270,product_55,41
2012,B,270,product_60,4
2012,B,270,product_8,11
2012,B,271,product_14,4
2012,B,271,product_15,1
2012,B,271,product_48,2
2012,B,271,product_60,1
2012,B,271,product_8,64
2012,B,274,product_14,4
2012,B,274,product_15,2
2012,B,274,product_3,1
2012,B,274,product_43,1
2012,B,274,product_55,2
2012,B,274,product_8,21
2012,B,276,product_14,114
2012,B,276,product_15,20
2012,B,276,product_3,1
2012,B,276,product_31,2
2012,B,276,product_37,51
2012,B,276,product_43,7
2012,B,276,product_48,24
2012,B,276,product_55,525
2012,B,276,product_60,8
2012,B,276,product_64,5
2012,B,276,product_8,777
2012,B,277,product_14,12
2012,B,277,product_15,1
2012,B,277,product_31,3
2012,B,277,product_37,4
2012,B,277,product_43,3
2012,B,277,product_48,3
2012,B,277,product_55,26
2012,B,277,product_64,1
2012,B,277,product_8,25
2012,B,285,product_14,43
2012,B,285,product_15,10
2012,B,285,product_37,6
2012,B,285,product_43,5
2012,B,285,product_48,3
2012,B,285,product_55,55
2012,B,285,product_60,9
2012,B,285,product_8,109
2012,B,293,product_14,17
2012,B,293,product_15,3
2012,B,293,product_37,13
2012,B,293,product_55,38
2012,B,293,product_64,6
2012,B,293,product_8,76
2012,B,296,product_14,16
2012,B,296,product_15,2
2012,B,296,product_37,1
2012,B,296,product_48,4
2012,B,296,product_55,56
2012,B,296,product_60,3
2012,B,296,product_8,17
2012,B,300,product_14,6
2012,B,300,product_15,2
2012,B,300,product_19,1
2012,B,300,product_37,4
2012,B,300,product_43,1
2012,B,300,product_48,5
2012,B,300,product_55,3
2012,B,300,product_60,2
2012,B,300,product_8,17
2012,B,301,product_14,45
2012,B,301,product_15,17
2012,B,301,product_31,5
2012,B,301,product_37,13
2012,B,301,product_43,5
2012,B,301,product_48,6
2012,B,301,product_55,209
2012,B,301,product_60,29
2012,B,301,product_64,3
2012,B,301,product_8,424
2012,B,303,product_14,1
2012,B,303,product_37,3
2012,B,303,product_55,8
2012,B,303,product_8,23
2012,B,307,product_55,1
2012,B,307,product_8,1
2012,B,308,product_14,2
2012,B,308,product_15,1
2012,B,308,product_34,1
2012,B,308,product_37,1
2012,B,308,product_48,3
2012,B,308,product_55,17
2012,B,308,product_8,19
2012,B,319,product_14,17
2012,B,319,product_15,6
2012,B,319,product_37,5
2012,B,319,product_48,1
2012,B,319,product_55,19
2012,B,319,product_60,1
2012,B,319,product_8,12
2012,B,324,product_14,11
2012,B,324,product_15,3
2012,B,324,product_3,2
2012,B,324,product_37,2
2012,B,324,product_48,2
2012,B,324,product_55,12
2012,B,324,product_8,52
2012,B,326,product_14,15
2012,B,326,product_15,2
2012,B,326,product_3,1
2012,B,326,product_31,1
2012,B,326,product_37,2
2012,B,326,product_48,1
2012,B,326,product_55,12
2012,B,326,product_60,1
2012,B,326,product_8,83
2012,B,328,product_15,1
2012,B,328,product_37,1
2012,B,328,product_55,3
2012,B,328,product_8,12
2012,B,339,product_14,20
2012,B,339,product_15,6
2012,B,339,product_3,1
2012,B,339,product_31,1
2012,B,339,product_37,5
2012,B,339,product_43,2
2012,B,339,product_48,5
2012,B,339,product_55,57
2012,B,339,product_64,4
2012,B,339,product_8,124
2012,B,341,product_14,3
2012,B,341,product_37,1
2012,B,341,product_48,2
2012,B,341,product_55,29
2012,B,341,product_60,5
2012,B,341,product_8,11
2012,B,353,product_14,68
2012,B,353,product_15,10
2012,B,353,product_3,1
2012,B,353,product_31,2
2012,B,353,product_37,23
2012,B,353,product_43,7
2012,B,353,product_48,17
2012,B,353,product_55,94
2012,B,353,product_60,6
2012,B,353,product_8,336
2012,B,354,product_14,11
2012,B,354,product_15,2
2012,B,354,product_31,2
2012,B,354,product_37,1
2012,B,354,product_55,116
2012,B,354,product_60,4
2012,B,354,product_8,2
2012,B,355,product_14,10
2012,B,355,product_15,4
2012,B,355,product_37,5
2012,B,355,product_43,1
2012,B,355,product_48,6
2012,B,355,product_55,27
2012,B,355,product_8,87
2012,C,0,product_14,5
2012,C,0,product_37,5
2012,C,0,product_55,6
2012,C,0,product_60,6
2012,C,0,product_64,2
2012,C,0,product_8,47
2012,C,12,product_14,2
2012,C,12,product_31,2
2012,C,12,product_55,1
2012,C,12,product_8,2
2012,C,13,product_14,15
2012,C,13,product_15,2
2012,C,13,product_37,17
2012,C,13,product_43,1
2012,C,13,product_48,7
2012,C,13,product_55,29
2012,C,13,product_60,14
2012,C,13,product_64,3
2012,C,13,product_8,161
2012,C,16,product_14,30
2012,C,16,product_15,16
2012,C,16,product_19,2
2012,C,16,product_26,1
2012,C,16,product_3,1
2012,C,16,product_31,7
2012,C,16,product_37,85
2012,C,16,product_43,7
2012,C,16,product_48,27
2012,C,16,product_55,353
2012,C,16,product_60,4
2012,C,16,product_64,6
2012,C,16,product_8,674
2012,C,19,product_37,2
2012,C,19,product_55,2
2012,C,19,product_8,7
2012,C,29,product_14,5
2012,C,29,product_15,4
2012,C,29,product_31,3
2012,C,29,product_37,3
2012,C,29,product_43,1
2012,C,29,product_48,2
2012,C,29,product_55,13
2012,C,29,product_60,1
2012,C,29,product_8,35
2012,C,35,product_14,2
2012,C,35,product_15,2
2012,C,35,product_31,1
2012,C,35,product_37,3
2012,C,35,product_48,1
2012,C,35,product_55,6
2012,C,35,product_8,70
2012,C,40,product_14,6
2012,C,40,product_15,5
2012,C,40,product_37,1
2012,C,40,product_55,4
2012,C,40,product_60,1
2012,C,40,product_8,6
2012,C,45,product_14,18
2012,C,45,product_15,5
2012,C,45,product_19,1
2012,C,45,product_23,1
2012,C,45,product_3,1
2012,C,45,product_37,18
2012,C,45,product_43,2
2012,C,45,product_48,7
2012,C,45,product_55,42
2012,C,45,product_60,3
2012,C,45,product_64,3
2012,C,45,product_8,264
2012,C,46,product_14,1
2012,C,46,product_15,2
2012,C,46,product_37,2
2012,C,46,product_48,2
2012,C,46,product_55,2
2012,C,46,product_8,60
2012,C,47,product_14,12
2012,C,47,product_15,7
2012,C,47,product_48,1
2012,C,47,product_55,8
2012,C,47,product_8,29
2012,C,49,product_14,16
2012,C,49,product_15,5
2012,C,49,product_19,1
2012,C,49,product_27,1
2012,C,49,product_31,1
2012,C,49,product_37,14
2012,C,49,product_43,2
2012,C,49,product_48,10
2012,C,49,product_55,133
2012,C,49,product_64,5
2012,C,49,product_8,155
2012,C,50,product_3,1
2012,C,50,product_55,2
2012,C,50,product_8,5
2012,C,54,product_14,19
2012,C,54,product_15,5
2012,C,54,product_31,2
2012,C,54,product_37,11
2012,C,54,product_43,2
2012,C,54,product_48,3
2012,C,54,product_55,18
2012,C,54,product_64,3
2012,C,54,product_8,78
2012,C,55,product_14,16
2012,C,55,product_3,1
2012,C,55,product_31,3
2012,C,55,product_37,8
2012,C,55,product_43,2
2012,C,55,product_48,1
2012,C,55,product_55,45
2012,C,55,product_60,1
2012,C,55,product_64,3
2012,C,55,product_8,375
2012,C,69,product_14,21
2012,C,69,product_15,20
2012,C,69,product_19,1
2012,C,69,product_3,3
2012,C,69,product_37,21
2012,C,69,product_43,1
2012,C,69,product_48,6
2012,C,69,product_55,62
2012,C,69,product_60,3
2012,C,69,product_8,364
2012,C,77,product_14,36
2012,C,77,product_15,8
2012,C,77,product_3,2
2012,C,77,product_37,24
2012,C,77,product_43,3
2012,C,77,product_48,6
2012,C,77,product_55,20
2012,C,77,product_60,2
2012,C,77,product_64,4
2012,C,77,product_8,159
2012,C,87,product_14,8
2012,C,87,product_15,5
2012,C,87,product_3,1
2012,C,87,product_35,1
2012,C,87,product_37,10
2012,C,87,product_43,1
2012,C,87,product_48,6
2012,C,87,product_55,7
2012,C,87,product_60,1
2012,C,87,product_8,1
2012,C,92,product_14,1
2012,C,92,product_31,1
2012,C,92,product_37,2
2012,C,92,product_55,9
2012,C,92,product_8,19
2012,C,93,product_14,6
2012,C,93,product_15,7
2012,C,93,product_31,3
2012,C,93,product_37,4
2012,C,93,product_48,1
2012,C,93,product_55,3
2012,C,93,product_8,1
2012,C,105,product_14,5
2012,C,105,product_15,1
2012,C,105,product_37,2
2012,C,105,product_43,1
2012,C,105,product_48,1
2012,C,105,product_55,19
2012,C,105,product_8,12
2012,C,109,product_14,3
2012,C,109,product_15,3
2012,C,109,product_19,1
2012,C,109,product_37,6
2012,C,109,product_48,2
2012,C,109,product_55,10
2012,C,109,product_64,3
2012,C,109,product_8,36
2012,C,117,product_14,8
2012,C,117,product_15,4
2012,C,117,product_37,5
2012,C,117,product_55,5
2012,C,117,product_64,1
2012,C,117,product_8,65
2012,C,122,product_14,13
2012,C,122,product_15,3
2012,C,122,product_37,5
2012,C,122,product_43,4
2012,C,122,product_48,1
2012,C,122,product_55,23
2012,C,122,product_64,1
2012,C,122,product_68,1
2012,C,122,product_8,211
2012,C,123,product_14,147
2012,C,123,product_15,45
2012,C,123,product_26,1
2012,C,123,product_3,6
2012,C,123,product_31,2
2012,C,123,product_37,149
2012,C,123,product_43,150
2012,C,123,product_47,1
2012,C,123,product_48,87
2012,C,123,product_55,1479
2012,C,123,product_60,4
2012,C,123,product_8,3659
2012,C,125,product_14,12
2012,C,125,product_15,7
2012,C,125,product_37,3
2012,C,125,product_48,4
2012,C,125,product_55,19
2012,C,125,product_60,1
2012,C,125,product_64,1
2012,C,125,product_8,50
2012,C,155,product_14,4
2012,C,155,product_15,3
2012,C,155,product_37,8
2012,C,155,product_48,2
2012,C,155,product_55,8
2012,C,155,product_8,14
2012,C,158,product_14,7
2012,C,158,product_37,2
2012,C,158,product_43,1
2012,C,158,product_55,12
2012,C,158,product_64,1
2012,C,158,product_8,110
2012,C,161,product_14,15
2012,C,161,product_15,3
2012,C,161,product_19,2
2012,C,161,product_3,1
2012,C,161,product_37,4
2012,C,161,product_43,2
2012,C,161,product_55,42
2012,C,161,product_60,1
2012,C,161,product_64,1
2012,C,161,product_8,27
2012,C,162,product_14,9
2012,C,162,product_15,8
2012,C,162,product_31,3
2012,C,162,product_37,9
2012,C,162,product_43,1
2012,C,162,product_48,5
2012,C,162,product_55,45
2012,C,162,product_60,6
2012,C,162,product_8,110
2012,C,164,product_14,3
2012,C,164,product_3,1
2012,C,164,product_31,1
2012,C,164,product_37,5
2012,C,164,product_48,1
2012,C,164,product_55,10
2012,C,164,product_64,1
2012,C,164,product_8,17
2012,C,173,product_14,4
2012,C,173,product_3,1
2012,C,173,product_37,6
2012,C,173,product_48,3
2012,C,173,product_55,3
2012,C,173,product_64,1
2012,C,173,product_8,8
2012,C,174,product_14,39
2012,C,174,product_15,18
2012,C,174,product_31,2
2012,C,174,product_37,34
2012,C,174,product_43,3
2012,C,174,product_48,16
2012,C,174,product_55,90
2012,C,174,product_60,6
2012,C,174,product_64,6
2012,C,174,product_8,491
2012,C,176,product_14,14
2012,C,176,product_15,6
2012,C,176,product_19,1
2012,C,176,product_3,2
2012,C,176,product_37,16
2012,C,176,product_48,3
2012,C,176,product_55,39
2012,C,176,product_60,2
2012,C,176,product_8,137
2012,C,177,product_14,2
2012,C,177,product_15,6
2012,C,177,product_31,1
2012,C,177,product_37,7
2012,C,177,product_48,2
2012,C,177,product_55,8
2012,C,177,product_8,34
2012,C,178,product_14,21
2012,C,178,product_15,7
2012,C,178,product_31,2
2012,C,178,product_37,15
2012,C,178,product_48,4
2012,C,178,product_55,17
2012,C,178,product_60,3
2012,C,178,product_64,4
2012,C,178,product_8,435
2012,C,180,product_14,4
2012,C,180,product_15,1
2012,C,180,product_37,3
2012,C,180,product_55,5
2012,C,180,product_64,1
2012,C,180,product_8,56
2012,C,187,product_14,2
2012,C,187,product_15,1
2012,C,187,product_19,1
2012,C,187,product_37,11
2012,C,187,product_48,2
2012,C,187,product_55,17
2012,C,187,product_8,63
2012,C,188,product_14,187
2012,C,188,product_15,29
2012,C,188,product_19,4
2012,C,188,product_3,4
2012,C,188,product_31,5
2012,C,188,product_37,218
2012,C,188,product_43,10
2012,C,188,product_48,19
2012,C,188,product_55,278
2012,C,188,product_60,30
2012,C,188,product_62,1
2012,C,188,product_64,10
2012,C,188,product_8,2739
2012,C,203,product_14,4
2012,C,203,product_15,2
2012,C,203,product_19,1
2012,C,203,product_3,3
2012,C,203,product_31,2
2012,C,203,product_37,14
2012,C,203,product_43,1
2012,C,203,product_48,4
2012,C,203,product_55,16
2012,C,203,product_64,1
2012,C,203,product_8,45
2012,C,207,product_14,8
2012,C,207,product_15,5
2012,C,207,product_3,2
2012,C,207,product_37,6
2012,C,207,product_43,1
2012,C,207,product_48,4
2012,C,207,product_55,74
2012,C,207,product_60,5
2012,C,207,product_64,1
2012,C,207,product_8,75
2012,C,212,product_14,7
2012,C,212,product_15,4
2012,C,212,product_31,1
2012,C,212,product_37,2
2012,C,212,product_48,1
2012,C,212,product_55,24
2012,C,212,product_64,1
2012,C,212,product_8,205
2012,C,220,product_14,29
2012,C,220,product_15,3
2012,C,220,product_19,3
2012,C,220,product_3,1
2012,C,220,product_31,1
2012,C,220,product_37,11
2012,C,220,product_43,3
2012,C,220,product_48,2
2012,C,220,product_55,45
2012,C,220,product_60,1
2012,C,220,product_64,4
2012,C,220,product_68,1
2012,C,220,product_8,98
2012,C,221,product_14,4
2012,C,221,product_37,3
2012,C,221,product_55,6
2012,C,221,product_60,1
2012,C,221,product_64,1
2012,C,221,product_8,19
2012,C,231,product_14,3
2012,C,231,product_31,1
2012,C,231,product_37,3
2012,C,231,product_43,1
2012,C,231,product_55,20
2012,C,231,product_8,9
2012,C,242,product_14,3
2012,C,242,product_15,1
2012,C,242,product_37,2
2012,C,242,product_55,5
2012,C,242,product_8,53
2012,C,258,product_37,6
2012,C,259,product_14,8
2012,C,259,product_15,19
2012,C,259,product_3,2
2012,C,259,product_31,3
2012,C,259,product_37,4
2012,C,259,product_48,8
2012,C,259,product_55,21
2012,C,259,product_8,7
2012,C,260,product_14,39
2012,C,260,product_15,7
2012,C,260,product_3,2
2012,C,260,product_31,1
2012,C,260,product_37,28
2012,C,260,product_43,2
2012,C,260,product_48,4
2012,C,260,product_55,40
2012,C,260,product_60,8
2012,C,260,product_64,3
2012,C,260,product_8,177
2012,C,268,product_14,2
2012,C,268,product_15,1
2012,C,268,product_37,1
2012,C,268,product_55,5
2012,C,268,product_8,14
2012,C,275,product_14,7
2012,C,275,product_15,4
2012,C,275,product_37,11
2012,C,275,product_55,18
2012,C,275,product_8,374
2012,C,276,product_14,8
2012,C,276,product_15,4
2012,C,276,product_3,1
2012,C,276,product_37,16
2012,C,276,product_43,1
2012,C,276,product_48,4
2012,C,276,product_55,49
2012,C,276,product_60,1
2012,C,276,product_64,2
2012,C,276,product_8,46
2012,C,281,product_14,6
2012,C,281,product_15,1
2012,C,281,product_37,7
2012,C,281,product_55,11
2012,C,281,product_8,27
2012,C,295,product_14,20
2012,C,295,product_15,1
2012,C,295,product_19,1
2012,C,295,product_37,8
2012,C,295,product_43,2
2012,C,295,product_48,2
2012,C,295,product_55,43
2012,C,295,product_60,3
2012,C,295,product_64,3
2012,C,295,product_68,3
2012,C,295,product_8,357
2012,C,300,product_55,2
2012,C,300,product_8,3
2012,C,308,product_14,16
2012,C,308,product_15,5
2012,C,308,product_37,3
2012,C,308,product_43,3
2012,C,308,product_55,14
2012,C,308,product_60,1
2012,C,308,product_64,2
2012,C,308,product_8,22
2012,C,312,product_14,3
2012,C,312,product_15,3
2012,C,312,product_3,1
2012,C,312,product_37,8
2012,C,312,product_55,8
2012,C,312,product_64,2
2012,C,312,product_8,12
2012,C,316,product_14,6
2012,C,316,product_15,4
2012,C,316,product_3,2
2012,C,316,product_37,5
2012,C,316,product_55,7
2012,C,316,product_60,3
2012,C,316,product_8,12
2012,C,323,product_14,9
2012,C,323,product_15,4
2012,C,323,product_3,1
2012,C,323,product_37,4
2012,C,323,product_48,1
2012,C,323,product_55,19
2012,C,323,product_60,1
2012,C,323,product_64,3
2012,C,323,product_8,86
2012,C,328,product_37,1
2012,C,328,product_55,6
2012,C,328,product_8,26
2012,C,337,product_14,1
2012,C,337,product_15,2
2012,C,337,product_37,1
2012,C,337,product_48,2
2012,C,337,product_55,9
2012,C,337,product_8,32
2012,C,338,product_14,2
2012,C,338,product_15,1
2012,C,338,product_3,1
2012,C,338,product_37,6
2012,C,338,product_55,5
2012,C,338,product_8,18
2012,C,339,product_14,32
2012,C,339,product_15,20
2012,C,339,product_27,1
2012,C,339,product_3,5
2012,C,339,product_31,4
2012,C,339,product_37,87
2012,C,339,product_43,18
2012,C,339,product_48,19
2012,C,339,product_55,372
2012,C,339,product_60,2
2012,C,339,product_64,3
2012,C,339,product_8,539
2012,C,342,product_14,2
2012,C,342,product_37,8
2012,C,342,product_55,5
2012,C,354,product_14,7
2012,C,354,product_37,2
2012,C,354,product_43,1
2012,C,354,product_48,4
2012,C,354,product_55,42
2012,C,354,product_60,1
2012,C,354,product_64,2
2012,C,354,product_8,38
2012,C,355,product_14,1
2012,C,355,product_3,3
2012,C,355,product_37,3
2012,C,355,product_8,6
2012,D,2,product_14,2
2012,D,2,product_15,2
2012,D,2,product_48,3
2012,D,2,product_55,5
2012,D,2,product_60,1
2012,D,6,product_14,38
2012,D,6,product_15,2
2012,D,6,product_31,1
2012,D,6,product_48,6
2012,D,6,product_55,12
2012,D,6,product_60,1
